,event_num,complaint_num,shift,tencode,tencode_desc,tencode_suffix,tencode_suffix_desc,disposition_code,disposition_desc,block,st_name,unit_disp,sector,zone,RPA,lat,lng,map_loc,call_date,call_time
0,PD202000357274,,,3,,,,6,,,,55S64,N,,,,,,05/03/2020,02:35:32 PM
1,PD202000177236,,,93,,,,9T,,,,316B,H,531,8817.0,,,,03/03/2020,07:42:44 PM
2,PD202000175702,,,71,,A,ALARM,11,,,,,MT,811,,,,,03/03/2020,07:26:25 AM
3,PD202000357461,,,96,,,,4,,,,220A,C,413,4311.0,,,,05/03/2020,04:09:03 PM
4,PD202000176143,,,43,,PM,,11,,,,,C,425N,4029.0,,,,03/03/2020,11:03:44 AM
5,PD202000360760,,,87,,P,PROGRESS,11,,,,,H,515,9311.0,,,,05/04/2020,03:10:51 PM
6,PD202000359218,,,96,,,,15,,,,411C,C,413N,1991.0,,,,05/04/2020,04:49:08 AM
7,PD202000359108,,,96,,,,15,,,,425C,PCW,,,,,,05/04/2020,03:32:36 AM
8,PD202000357092,20200313631.0,,50,,RV,,1,,,,712A,,,,,,,05/03/2020,12:37:43 PM
9,PD202000176531,20200152099.0,,43,,PM,,11,,300.0,PLUS PARK BLVD,113A,,321Y,0.0,36.129,-86.725,POINT (-86.725 36.129),03/03/2020,02:18:22 PM
10,PD202000177234,,,73,,P,PROGRESS,5,,,,3276,N,617,4353.0,,,,03/03/2020,07:40:44 PM
11,PD202000176535,,,44,,P,PROGRESS,11,,,,213A,E,213K,1243.0,,,,03/03/2020,02:19:59 PM
12,PD202000175994,,,43,,P,PROGRESS,11,,2100.0,HERMITAGE PARK DR,383A,,523,9543.0,,,,03/03/2020,09:52:29 AM
13,PD202000360523,,,43,,P,PROGRESS,4,,,,8E83,MT,833,8621.0,,,,05/04/2020,01:48:15 PM
14,PD202000360049,,,43,,P,PROGRESS,4,,,,WAPR,W,111K,4601.0,,,,05/04/2020,10:52:00 AM
15,PD202000357647,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,5161,MT,825,6415.0,,,,05/03/2020,04:54:11 PM
16,PD202000176895,,,43,,P,PROGRESS,4,,,,1E15,N,617,4301.0,,,,03/03/2020,05:22:37 PM
17,PD202000362029,,,44,,P,PROGRESS,2M,,,,415C,C,415K,4211.0,,,,05/04/2020,11:37:41 PM
18,PD202000176631,20200152153.0,,44,,P,PROGRESS,1,,,,3831,N,615N,5309.0,,,,03/03/2020,03:13:21 PM
19,PD202000361209,,,15,,P,PROGRESS,15,,,,2933,MT,821P,8005.0,,,,05/04/2020,05:41:36 PM
20,PD202000177465,,,96,,,,12,,3100.0,LEBANON PKE,533C,,333X,0.0,36.185,-86.63600000000001,POINT (-86.636 36.185),03/03/2020,08:56:38 PM
21,PD202000358077,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,821B,MT,823,6417.0,,,,05/03/2020,06:37:40 PM
22,PD202000176293,,,43,,P,PROGRESS,11,,,,825A,S,333,,,,,03/03/2020,12:26:02 PM
23,PD202000358651,,,87,,B,BANK/SECURITY ESCORT,4,,,,833C,MT,821,8019.0,,,,05/03/2020,10:00:53 PM
24,PD202000175358,,,43,,P,PROGRESS,10,,700.0,DICKERSON PKE,220C1,,,,,,,03/03/2020,03:36:06 AM
25,PD202000361122,20200316965.0,,54,,R,REPORT,1,,,,323B,,,,,,,05/04/2020,05:13:07 PM
26,PD202000361522,,,45,,P,PROGRESS,1,,,,115B,W,115N,5031.0,,,,05/04/2020,07:46:36 PM
27,PD202000175944,,,43,,P,PROGRESS,6,,,CENTRAL PKE,55S67,,523,9557.0,36.178000000000004,-86.6,POINT (-86.6 36.178),03/03/2020,09:25:05 AM
28,PD202000175947,,,71,,A,ALARM,11,,,,,W,115,,,,,03/03/2020,09:27:24 AM
29,PD202000358816,,,70,,A,ALARM,11,,,,217C,E,213N,1229.0,,,,05/03/2020,11:45:00 PM
30,PD202000176656,,,43,,PM,,11,,,,213A,E,213,1231.0,,,,03/03/2020,03:25:43 PM
31,PD202000358883,,,93,,,,9T,,,,211C,E,211,1115.0,,,,05/04/2020,12:30:40 AM
32,PD202000175416,,,45,,P,PROGRESS,10,,,,7F75,N,615K,54021.0,,,,03/03/2020,04:42:36 AM
33,PD202000358742,,,96,,,,15,,,,423C,C,423K,4079.0,,,,05/03/2020,10:55:41 PM
34,PD202000356675,,,96,,,,12,,,,821A,MT,821K,8015.0,,,,05/03/2020,07:36:16 AM
35,PD202000361820,,,71,,A,ALARM,12,,,,621C,N,625N,3133.0,,,,05/04/2020,09:56:28 PM
36,PD202000177702,,,96,,,,12,,,,627C,PCW,,,,,,03/03/2020,10:10:19 PM
37,PD202000360618,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,MT,835,,,,,05/04/2020,02:24:46 PM
38,PD202000358741,,,43,,PJ,,11,,,,323C,S,333N,8867.0,,,,05/03/2020,10:55:26 PM
39,PD202000358067,,,87,,T,TRAFFIC/DIRECTED TRAFFIC,4,,,,3545,H,523,9509.0,,,,05/03/2020,06:35:19 PM
40,PD202000360764,,,45,,P,PROGRESS,1T,,3200.0,CLARKSVILLE PKE,622B,,231V,0.0,36.195,-86.833,POINT (-86.833 36.195),05/04/2020,03:12:44 PM
41,PD202000361835,,,96,,,,12,,,,5261,S,323K,8841.0,,,,05/04/2020,10:02:20 PM
42,PD202000356367,,,96,,,,15,,,,121C,W,121N,5015.0,,,,05/03/2020,03:20:56 AM
43,PD202000360101,,,43,,PV,,5,,,,313A,ECC,313N,8409.0,,,,05/04/2020,11:11:23 AM
44,PD202000356126,,,96,,,,12,,,,335C,S,333,8765.0,,,,05/03/2020,12:58:14 AM
45,PD202000360448,,,43,,P,PROGRESS,12,,0.0,FANT INDUSTRIAL DR,7F66,M,715,1715.0,36.281,-86.69200000000001,POINT (-86.692 36.281),05/04/2020,01:19:58 PM
46,PD202000356616,,,96,,,,4,,,,815C,MT,815K,6623.0,,,,05/03/2020,06:36:13 AM
47,PD202000358670,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,E,221,1859.0,,,,05/03/2020,10:11:25 PM
48,PD202000358950,,,43,,P,PROGRESS,4,,,,215C,E,213,1203.0,,,,05/04/2020,01:31:28 AM
49,PD202000360872,,,43,,P,PROGRESS,11,,900.0,SOUTH LANE CT,831B,S,833,8623.0,36.025,-86.756,POINT (-86.756 36.025),05/04/2020,03:46:12 PM
50,PD202000176906,,,40,,PV,,4,,100.0,GALLATIN PKE N,7F64,M,723,1763.0,,,,03/03/2020,05:26:34 PM
51,PD202000361034,,,75,,P,PROGRESS,1,,3800.0,CENTRAL PKE,514B,H,521,9529.0,36.174,-86.60799999999999,POINT (-86.608 36.174),05/04/2020,04:39:15 PM
52,PD202000359689,,,88,,PW,,11,,,,,H,515,9301.0,,,,05/04/2020,08:32:39 AM
53,PD202000358693,,,83,,P,PROGRESS,11,,,,,M,713,1633.0,,,,05/03/2020,10:20:50 PM
54,PD202000175325,,,43,,P,PROGRESS,4,,,,223A,E,215,1323.0,,,,03/03/2020,03:07:20 AM
55,PD202000358871,,,43,,PM,,11,,,,830C,MT,833,8615.0,,,,05/04/2020,12:21:38 AM
56,PD202000357172,,,96,,,,12,,,,831A,MT,831N,8661.0,,,,05/03/2020,01:23:38 PM
57,PD202000175964,,,83,,P,PROGRESS,11,,1600.0,17TH AV N,,,412Y,0.0,36.175,-86.807,POINT (-86.807 36.175),03/03/2020,09:37:29 AM
58,PD202000361179,,,93,,,,9T,,,,727B,M,727,1723.0,,,,05/04/2020,05:32:59 PM
59,PD202000360111,20200316151.0,,43,,RT,,1,,,,TE10,,,,,,,05/04/2020,11:14:45 AM
60,PD202000360342,,,43,,PM,,5,,,OLD HICKORY BLVD,5F64,,523,9557.0,36.168,-86.779,POINT (-86.779 36.168),05/04/2020,12:34:39 PM
61,PD202000358564,,,43,,PM,,4,,,,812B,MT,831N,8507.0,,,,05/03/2020,09:21:52 PM
62,PD202000177020,20200152445.0,,44,,R,REPORT,1,,,,825B,,,,,,,03/03/2020,06:24:40 PM
63,PD202000357168,,,87,,P,PROGRESS,11,,,,,W,111K,45024.0,,,,05/03/2020,01:21:39 PM
64,PD202000177824,,,95,,,,4,,,,821B,MT,823N,6925.0,,,,03/03/2020,10:51:48 PM
65,PD202000361467,20200317343.0,,43,,R,REPORT,1,,2100.0,CLIFF DR,623B,,,,,,,05/04/2020,07:24:22 PM
66,PD202000357412,,,44,,P,PROGRESS,11,,,,313B,S,315K,8801.0,,,,05/03/2020,03:43:46 PM
67,PD202000358466,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,55S64,W,117K,6117.0,,,,05/03/2020,08:37:07 PM
68,PD202000359152,,,87,,W,WARRANT ASSISTANCE ESCORT,6,,,,815C,MT,811N,6727.0,,,,05/04/2020,03:58:59 AM
69,PD202000175590,,,43,,P,PROGRESS,4,,1100.0,TULIP GROVE RD,323A,,,,,,,03/03/2020,06:43:28 AM
70,PD202000359144,,,43,,P,PROGRESS,4,,500.0,DONELSON PKE,511C,,331Y,0.0,36.148,-86.666,POINT (-86.666 36.148),05/04/2020,03:55:41 AM
71,PD202000175585,,,70,,A,ALARM,11,,900.0,COINTREAU DR,,,,,,,,03/03/2020,06:42:01 AM
72,PD202000175637,,,70,,A,ALARM,12A,,,,331C,S,331,8767.0,,,,03/03/2020,07:01:17 AM
73,PD202000358870,,,43,,P,PROGRESS,4,,,,222C,E,221,1953.0,,,,05/04/2020,12:21:14 AM
74,PD202000358229,,,87,,T,TRAFFIC/DIRECTED TRAFFIC,4,,,,425C,S,333,8867.0,,,,05/03/2020,07:16:35 PM
75,PD202000357586,,,45,,P,PROGRESS,6,,,,831B,MT,833,7107.0,,,,05/03/2020,04:46:06 PM
76,PD202000176275,,,43,,P,PROGRESS,4,,,,5F65,H,515,9305.0,,,,03/03/2020,12:13:34 PM
77,PD202000357764,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,121B,W,125,4817.0,,,,05/03/2020,05:12:45 PM
78,PD202000361703,,,50,,PJ,,5,,,,223B,E,223,1827.0,,,,05/04/2020,09:21:08 PM
79,PD202000356603,,,43,,P,PROGRESS,11,,5500.0,OLD HICKORY BLVD,517A,523,523,9557.0,,,,05/03/2020,06:22:33 AM
80,PD202000177882,,,96,,,,4,,3400.0,LEBANON PKE,532C,521,521,9601.0,,,,03/03/2020,11:17:06 PM
81,PD202000175294,,,87,,W,WARRANT ASSISTANCE ESCORT,10,,,,313C,E,213,,,,,03/03/2020,02:35:49 AM
82,PD202000359671,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,311A,S,313,8413.0,,,,05/04/2020,08:27:05 AM
83,PD202000358523,20200314592.0,,50,,P,PROGRESS,3M,,,,315B,S,317N,,,,,05/03/2020,09:01:49 PM
84,PD202000176098,,,43,,P,PROGRESS,4,,,,213A,E,217,1513.0,,,,03/03/2020,10:41:59 AM
85,PD202000176392,,,3,,,,15,,,,2933,MT,813P,5623.0,,,,03/03/2020,01:16:28 PM
86,PD202000175808,,,87,,L,,11,,,CENTRAL PKE,,,521,9529.0,,,,03/03/2020,08:20:00 AM
87,PD202000358390,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,320B,W,125,4813.0,,,,05/03/2020,08:03:05 PM
88,PD202000360466,,,75,,PJ,,6,,,,510A,H,523,9551.0,,,,05/04/2020,01:25:29 PM
89,PD202000176505,,,43,,P,PROGRESS,4,,,,227A,E,225K,1811.0,,,,03/03/2020,02:10:05 PM
90,PD202000360643,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,1800.0,BARNWELL CT,,,,,,,,05/04/2020,02:36:44 PM
91,PD202000360971,,,83,,P,PROGRESS,11,,,,314B,MT,831K,8509.0,,,,05/04/2020,04:20:25 PM
92,PD202000357194,,,43,,P,PROGRESS,5W,,1500.0,GALLATIN PKE N,711A,,,,,,,05/03/2020,01:38:32 PM
93,PD202000360143,,,70,,A,ALARM,11,,,,,S,331,,,,,05/04/2020,11:25:47 AM
94,PD202000175602,,,87,,P,PROGRESS,4,,,,,E,211,1117.0,,,,03/03/2020,06:48:09 AM
95,PD202000176367,,,43,,R,REPORT,1,,,,,MT,815V,5805.0,,,,03/03/2020,01:08:34 PM
96,PD202000175462,,,83,,P,PROGRESS,10,,,,810C,MT,811,6717.0,,,,03/03/2020,05:23:27 AM
97,PD202000360689,,,49,,P,PROGRESS,4,,,,512B,H,515,9301.0,,,,05/04/2020,02:50:25 PM
98,PD202000177466,,,45,,P,PROGRESS,6,,,,313B,S,315N,8829.0,,,,03/03/2020,08:57:22 PM
99,PD202000175186,,,71,,A,ALARM,12,,,,615C,N,617,4323.0,,,,03/03/2020,01:57:51 AM
100,PD202000357860,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,4M80,MT,835K,8659.0,,,,05/03/2020,05:37:56 PM
101,PD202000357785,,,87,,W,WARRANT ASSISTANCE ESCORT,6,,,,515B,H,517,9419.0,,,,05/03/2020,05:17:26 PM
102,PD202000176378,,,43,,P,PROGRESS,4,,,,5F64,H,515,9221.0,,,,03/03/2020,01:11:09 PM
103,PD202000361177,,,88,,PW,,5,,4500.0,PACKARD DR,321B,,317Z,0.0,36.065,-86.686,POINT (-86.686 36.065),05/04/2020,05:31:58 PM
104,PD202000357800,,,87,,W,WARRANT ASSISTANCE ESCORT,5,,,,117B,W,123K,4675.0,,,,05/03/2020,05:20:27 PM
105,PD202000175734,,,43,,P,PROGRESS,3,,200.0,GALLATIN PKE S,715A,M,711,1771.0,,,,03/03/2020,07:42:36 AM
106,PD202000177984,,,93,,,,6,,,,3F74,S,323,8853.0,,,,03/03/2020,11:55:23 PM
107,PD202000177226,,,92,,P,PROGRESS,6,,,,3952,N,611,4413.0,,,,03/03/2020,07:38:16 PM
108,PD202000361300,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,MT,825K,6413.0,,,,05/04/2020,06:13:55 PM
109,PD202000359707,,,70,,A,ALARM,12,,,,4F81,N,613,4477.0,,,,05/04/2020,08:39:41 AM
110,PD202000357503,,,87,,T,TRAFFIC/DIRECTED TRAFFIC,5,,,,120C,W,125,4803.0,,,,05/03/2020,04:30:14 PM
111,PD202000357668,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,3521,MT,835,8659.0,,,,05/03/2020,04:56:54 PM
112,PD202000176281,,,43,,P,PROGRESS,4,,400.0,TULIP GROVE RD,534A,H,523,9537.0,36.215,-86.589,POINT (-86.589 36.215),03/03/2020,12:17:58 PM
113,PD202000177862,,,96,,,,12,,,,623C,N,613N,4477.0,,,,03/03/2020,11:07:32 PM
114,PD202000361779,,,87,,P,PROGRESS,11,,,,,MT,825,7015.0,,,,05/04/2020,09:44:10 PM
115,PD202000177732,20200153107.0,,54,,P,PROGRESS,6,,,,314B,,,,,,,03/03/2020,10:24:31 PM
116,PD202000356493,,,96,,,,12,,,,122C,W,123N,4711.0,,,,05/03/2020,04:49:28 AM
117,PD202000358649,,,96,,,,11,,,,412B,C,421K,4105.0,,,,05/03/2020,10:00:15 PM
118,PD202000357408,,,96,,,,12,,,,101,N,617N,4321.0,,,,05/03/2020,03:40:37 PM
119,PD202000360013,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,MT,833,8601.0,,,,05/04/2020,10:40:36 AM
120,PD202000360878,,,63,,P,PROGRESS,11,,,,,H,533N,8955.0,,,,05/04/2020,03:48:02 PM
121,PD202000357940,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,6D51C,W,125,4815.0,,,,05/03/2020,05:59:33 PM
122,PD202000176747,,,42,,P,PROGRESS,6,,,,225A,E,217,1425.0,,,,03/03/2020,04:05:21 PM
123,PD202000356589,,,96,,,,12,,200.0,WHITE BRIDGE PKE,117C,,132Y,0.0,36.138000000000005,-86.85799999999999,POINT (-86.858 36.138),05/03/2020,06:12:27 AM
124,PD202000358394,,,87,,W,WARRANT ASSISTANCE ESCORT,6,,,,317B,S,321,8711.0,,,,05/03/2020,08:04:27 PM
125,PD202000359971,,,43,,P,PROGRESS,4,,,,331A,MT,835,8651.0,,,,05/04/2020,10:25:45 AM
126,PD202000358235,,,87,,B,BANK/SECURITY ESCORT,4,,500.0,BLACKSTONE AV,711B,M,713,1611.0,,,,05/03/2020,07:17:55 PM
127,PD202000356822,,,88,,PW,,11,,,,,S,333N,8869.0,,,,05/03/2020,09:21:06 AM
128,PD202000358380,,,71,,A,ALARM,12,,,,5M76,H,513,,,,,05/03/2020,07:56:26 PM
129,PD202000356849,,,96,,,,15,,,,515A,H,515,9309.0,,,,05/03/2020,09:43:03 AM
130,PD202000175300,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,722C,N,613N,4473.0,,,,03/03/2020,02:39:22 AM
131,PD202000359344,,,71,,A,ALARM,12,,5200.0,HICKORY HOLLOW PKWY,332C,335,325,8859.0,,,,05/04/2020,06:04:59 AM
132,PD202000361079,20200317207.0,,50,,R,REPORT,1,,,,315B,,,,,,,05/04/2020,04:57:42 PM
133,PD202000361684,,,96,,,,4C,,800.0,S GALLATIN PKE,7F76,711,711,1623.0,,,,05/04/2020,09:13:07 PM
134,PD202000362011,,,93,,,,6,,,,811C,MT,811,5701.0,,,,05/04/2020,11:27:57 PM
135,PD202000357613,,,96,,,,4,,,,220A,N,617,4309.0,,,,05/03/2020,04:49:37 PM
136,PD202000360194,,,49,,P,PROGRESS,4,,,CENTRAL PKE,5M76,,521,9529.0,,,,05/04/2020,11:45:46 AM
137,PD202000357711,,,87,,W,WARRANT ASSISTANCE ESCORT,5,,,,55S64,W,117,6115.0,,,,05/03/2020,05:03:24 PM
138,PD202000357213,,,43,,P,PROGRESS,4,,,,425A,C,425,4005.0,,,,05/03/2020,01:51:47 PM
139,PD202000358230,,,70,,A,ALARM,12A,,,,820B,MT,825N,8523.0,,,,05/03/2020,07:17:31 PM
140,PD202000176829,,,15,,P,PROGRESS,15,,,TULIP GROVE PT,5D58A,,523,9557.0,36.18,-86.59700000000001,POINT (-86.597 36.18),03/03/2020,04:52:10 PM
141,PD202000177852,,,43,,P,PROGRESS,4,,,,523C,H,515,9319.0,,,,03/03/2020,11:04:16 PM
142,PD202000175158,20200150993.0,,71,,P,PROGRESS,6A,,,,5271,,,,,,,03/03/2020,01:43:20 AM
143,PD202000177464,,,92,,P,PROGRESS,6,,,,421C,C,413,,,,,03/03/2020,08:56:37 PM
144,PD202000357462,,,88,,P,PROGRESS,11,,,,,M,725,2121.0,,,,05/03/2020,04:09:39 PM
145,PD202000359360,,,45,,P,PROGRESS,4,,,,3T73,S,321K,8707.0,,,,05/04/2020,06:12:06 AM
146,PD202000357946,,,87,,B,BANK/SECURITY ESCORT,4,,,,210A,S,335,8997.0,,,,05/03/2020,06:01:13 PM
147,PD202000360742,,,93,,,,3,,,,5191,H,515,92901.0,,,,05/04/2020,03:05:49 PM
148,PD202000175972,,,87,,P,PROGRESS,4,,,,825A,MT,821H,81061.0,,,,03/03/2020,09:40:37 AM
149,PD202000358937,,,43,,P,PROGRESS,6,,,,221C,E,225,1843.0,,,,05/04/2020,01:20:45 AM
150,PD202000361819,,,43,,P,PROGRESS,4C,,,,7F60,H,513,9205.0,,,,05/04/2020,09:56:22 PM
151,PD202000176804,,,44,,P,PROGRESS,9,,100.0,GALLATIN PKE N,7F64,M,723,1763.0,,,,03/03/2020,04:38:18 PM
152,PD202000358869,,,73,,P,PROGRESS,11,,,,815C,MT,821N,8029.0,,,,05/04/2020,12:21:09 AM
153,PD202000356364,,,96,,,,12,,3700.0,FRANKLIN PKE,825C,,116Z,0.0,36.107,-86.773,POINT (-86.773 36.107),05/03/2020,03:17:02 AM
154,PD202000359979,,,70,,A,ALARM,12,,,,712A,M,713,1617.0,,,,05/04/2020,10:28:34 AM
155,PD202000359393,,,96,,,,4,,5000.0,OLD HICKORY BLVD,521A,H,521,9507.0,36.195,-86.619,POINT (-86.619 36.195),05/04/2020,06:32:49 AM
156,PD202000177950,,,42,,P,PROGRESS,10,,,,210B,E,211,1109.0,,,,03/03/2020,11:43:17 PM
157,PD202000176453,,,83,,P,PROGRESS,10,,,,121A,W,123K,4707.0,,,,03/03/2020,01:43:48 PM
158,PD202000357409,,,43,,P,PROGRESS,4,,6000.0,S NEW HOPE RD,523B,523,523,9557.0,,,,05/03/2020,03:42:02 PM
159,PD202000357105,,,43,,P,PROGRESS,4,,,,513A,H,517K,9113.0,,,,05/03/2020,12:45:37 PM
160,PD202000358478,,,87,,P,PROGRESS,4,,,,111C,W,121N,4917.0,,,,05/03/2020,08:40:41 PM
161,PD202000176150,20200151833.0,,50,,R,REPORT,1,,,,SAPR,,,,,,,03/03/2020,11:06:16 AM
162,PD202000361972,,,88,,PW,,13,,,,823C,MT,821N,8025.0,,,,05/04/2020,11:09:16 PM
163,PD202000360674,,,15,,P,PROGRESS,15,,,,2932,W,123P,4703.0,,,,05/04/2020,02:45:46 PM
164,PD202000359725,,,87,,P,PROGRESS,4,,,,113A,W,113,5217.0,,,,05/04/2020,08:48:30 AM
165,PD202000361536,,,96,,,,15,,,,5531,MT,811N,6631.0,,,,05/04/2020,07:54:21 PM
166,PD202000360440,,,93,,,,3T,,,,5123,E,217,1503.0,,,,05/04/2020,01:15:02 PM
167,PD202000358010,,,71,,A,ALARM,12A,,,,313C,S,311N,8159.0,,,,05/03/2020,06:20:52 PM
168,PD202000361476,20200317242.0,,44,,R,REPORT,1,,,,533B,,,,,,,05/04/2020,07:28:59 PM
169,PD202000356768,,,96,,,,12,,,,5828,C,413N,1989.0,,,,05/03/2020,08:42:41 AM
170,PD202000360843,,,92,,P,PROGRESS,4,,12500.0,OLD HICKORY BLVD,3821,,327X,0.0,36.038000000000004,-86.604,POINT (-86.604 36.038),05/04/2020,03:35:02 PM
171,PD202000361964,,,96,,,,12,,,,831C,MT,833,8601.0,,,,05/04/2020,11:04:04 PM
172,PD202000360592,,,87,,P,PROGRESS,6,,200.0,JUAREZ DR,5F65,521,521,9531.0,,,,05/04/2020,02:14:16 PM
173,PD202000175444,,,71,,A,ALARM,12,,3500.0,CENTRAL PKE,515C,H,521,9505.0,36.186,-86.62899999999999,POINT (-86.629 36.186),03/03/2020,05:10:00 AM
174,PD202000177452,,,93,,,,9T,,,,811B,MT,813,5615.0,,,,03/03/2020,08:53:10 PM
175,PD202000360012,,,43,,P,PROGRESS,11,,,,,S,331,8717.0,,,,05/04/2020,10:40:31 AM
176,PD202000177259,,,43,,P,PROGRESS,4,,,,226C,E,213,1201.0,,,,03/03/2020,07:53:16 PM
177,PD202000358240,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,1000.0,JACKSONS VALLEY RD,522B,523,523,9559.0,,,,05/03/2020,07:19:31 PM
178,PD202000356121,,,87,,P,PROGRESS,4,,,,8E85,N,613,4461.0,,,,05/03/2020,12:56:39 AM
179,PD202000175548,,,15,,P,PROGRESS,15,,,,815C,MT,811K,5521.0,,,,03/03/2020,06:22:24 AM
180,PD202000361844,,,96,,,,15,,900.0,GALLATIN AV,214B,,,,,,,05/04/2020,10:04:39 PM
181,PD202000176855,,,71,,A,ALARM,12,,,,3F71,H,515K,9213.0,,,,03/03/2020,05:02:50 PM
182,PD202000357814,,,71,,A,ALARM,11,,,,,H,521,,,,,05/03/2020,05:23:08 PM
183,PD202000361613,,,43,,P,PROGRESS,4C,,200.0,E OLD HICKORY BLVD,7F76,715,715,1701.0,36.263000000000005,-86.709,POINT (-86.709 36.263),05/04/2020,08:34:29 PM
184,PD202000356128,,,43,,P,PROGRESS,4,,,,331C,S,331,8717.0,,,,05/03/2020,12:58:46 AM
185,PD202000360762,20200316719.0,,44,,P,PROGRESS,6,,,,123B,,,,,,,05/04/2020,03:11:35 PM
186,PD202000176856,,,43,,P,PROGRESS,4,,200.0,E OLD HICKORY BLVD,7F63,715,715,1701.0,36.263000000000005,-86.709,POINT (-86.709 36.263),03/03/2020,05:04:52 PM
187,PD202000356975,,,96,,,,4,,,,411A,C,415,,,,,05/03/2020,11:24:31 AM
188,PD202000361691,,,71,,A,ALARM,6,,,,333B,S,333N,8865.0,,,,05/04/2020,09:16:08 PM
189,PD202000357429,,,16,,P,PROGRESS,15,,,,55S39,C,423,4015.0,,,,05/03/2020,03:53:44 PM
190,PD202000361571,,,53,,A,ALARM,11,,,,835B,S,321,8705.0,,,,05/04/2020,08:11:59 PM
191,PD202000356957,,,15,,P,PROGRESS,15,,,,413A,C,413Q,,,,,05/03/2020,11:18:07 AM
192,PD202000357973,,,87,,W,WARRANT ASSISTANCE ESCORT,4C,,,,415A,S,313,8405.0,,,,05/03/2020,06:09:19 PM
193,PD202000356234,,,44,,P,PROGRESS,5,,,,625C,N,617K,4239.0,,,,05/03/2020,02:03:49 AM
194,PD202000359839,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,813A,MT,815,6507.0,,,,05/04/2020,09:36:54 AM
195,PD202000361892,20200317580.0,,43,,RT,,1,,,,TE07,,,,,,,05/04/2020,10:25:13 PM
196,PD202000361195,,,16,,P,PROGRESS,4,,,,415B,N,611,4401.0,,,,05/04/2020,05:36:46 PM
197,PD202000358441,,,43,,PM,,4,,,,425B,C,425K,4027.0,,,,05/03/2020,08:24:54 PM
198,PD202000356089,,,75,,PJ,,4,,3900.0,APACHE TRL,321C,,317Z,0.0,36.067,-86.69,POINT (-86.69 36.067),05/03/2020,12:40:56 AM
199,PD202000359520,,,96,,,,12,,,,4B44,C,415Q,4101.0,,,,05/04/2020,07:27:37 AM
200,PD202000175362,,,43,,P,PROGRESS,4,,,N NEW HOPE RD,511A,,,9541.0,36.179,-86.58200000000001,POINT (-86.582 36.179),03/03/2020,03:40:30 AM
201,PD202000360961,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,BMPD,W,117,6119.0,,,,05/04/2020,04:18:11 PM
202,PD202000177416,,,96,,,,15,,100.0,INTERSTATE DR,426B,,436Y,0.0,36.171,-86.76899999999999,POINT (-86.769 36.171),03/03/2020,08:42:10 PM
203,PD202000359978,,,43,,P,PROGRESS,15,,,,5F76,H,511,8201.0,,,,05/04/2020,10:27:35 AM
204,PD202000361159,,,96,,,,15,,,,5531,N,617N,4341.0,,,,05/04/2020,05:26:32 PM
205,PD202000358321,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,113C,W,113,6011.0,,,,05/03/2020,07:41:21 PM
206,PD202000176318,,,43,,P,PROGRESS,4,,1000.0,THOMPSON PL,3F71,,,,,,,03/03/2020,12:37:39 PM
207,PD202000357421,20200314007.0,,43,,RT,,1,,,,TE14,H,535,8931.0,,,,05/03/2020,03:47:58 PM
208,PD202000175046,,,71,,A,ALARM,13A,,,,723C,N,627,,,,,03/03/2020,12:55:34 AM
209,PD202000356687,,,96,,,,12,,2800.0,SMITH SPRINGS RD,535A,,325W,0.0,36.089,-86.609,POINT (-86.609 36.089),05/03/2020,07:46:51 AM
210,PD202000361353,,,96,,,,12,,,,413B,C,411N,4157.0,,,,05/04/2020,06:34:19 PM
211,PD202000360192,,,96,,,,12,,,,4B45,C,413N,4219.0,,,,05/04/2020,11:45:05 AM
212,PD202000175425,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,LOCKDO,E,227K,1941.0,,,,03/03/2020,04:51:43 AM
213,PD202000361978,,,96,,,,12,,,,421C,C,421N,4065.0,,,,05/04/2020,11:12:26 PM
214,PD202000357415,,,43,,P,PROGRESS,11,,,,,M,721,2033.0,,,,05/03/2020,03:45:47 PM
215,PD202000359778,,,96,,,,12,,2300.0,GALLATIN PKE N,7F63,M,727,1737.0,,,,05/04/2020,09:10:00 AM
216,PD202000177088,,,43,,PM,,13,,,,223B,E,225,1807.0,,,,03/03/2020,06:46:23 PM
