,event_num,complaint_num,shift,tencode,tencode_desc,tencode_suffix,tencode_suffix_desc,disposition_code,disposition_desc,block,st_name,unit_disp,sector,zone,RPA,lat,lng,map_loc,call_date,call_time
5860,PD202000356600,,,96,,,,12,,,,833C,CW,831K,8533.0,,,,05/03/2020,06:20:24 AM
5861,PD202000360318,,,45,,P,PROGRESS,11,,,,,H,517N,94022.0,,,,05/04/2020,12:25:14 PM
5862,PD202000356516,,,43,,P,PROGRESS,4,,,,4F86,C,423,4019.0,,,,05/03/2020,05:09:22 AM
5863,PD202000358609,20200314665.0,,43,,P,PROGRESS,1,,,,520B,,,,,,,05/03/2020,09:40:37 PM
5864,PD202000361866,,,43,,P,PROGRESS,11,,,,,W,111,4607.0,,,,05/04/2020,10:15:06 PM
5865,PD202000360004,,,43,,P,PROGRESS,11,,,,413A,E,215K,1329.0,,,,05/04/2020,10:37:59 AM
5866,PD202000356033,,,59,,P,PROGRESS,5,,1000.0,PATRICIA DR,531C,,,,,,,05/03/2020,12:10:50 AM
5867,PD202000359301,,,92,,P,PROGRESS,4,,,,2940,MT,821K,8019.0,,,,05/04/2020,05:41:19 AM
5868,PD202000357799,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,334B,S,331,,,,,05/03/2020,05:20:18 PM
5869,PD202000361285,,,93,,,,9T,,1700.0,GOLF CLUB RD,5F70,,525,9709.0,36.253,-86.646,POINT (-86.646 36.253),05/04/2020,06:09:45 PM
5870,PD202000361496,,,15,,P,PROGRESS,15,,,,5F61,H,511N,8209.0,,,,05/04/2020,07:35:24 PM
5871,PD202000356191,,,71,,A,ALARM,12,,0.0,WHITE BRIDGE PKE,117C,,134X,0.0,36.13,-86.855,POINT (-86.855 36.13),05/03/2020,01:32:29 AM
5872,PD202000356476,,,96,,,,15,,,,121C,W,121,4901.0,,,,05/03/2020,04:34:32 AM
5873,PD202000176504,,,45,,P,PROGRESS,5,,,LEBANON PKE,5121,,521,9613.0,,,,03/03/2020,02:09:40 PM
5874,PD202000361650,,,43,,P,PROGRESS,4,,2500.0,ELM HILL PKE,517B,,331Y,0.0,36.153,-86.68299999999999,POINT (-86.683 36.153),05/04/2020,08:49:35 PM
5875,PD202000360460,,,44,,P,PROGRESS,5,,,,123A,W,125,4817.0,,,,05/04/2020,01:24:14 PM
5876,PD202000358640,,,96,,,,12,,,,5262,H,521,9503.0,,,,05/03/2020,09:54:02 PM
5877,PD202000176491,,,43,,R,REPORT,11,,,,,S,331,8717.0,,,,03/03/2020,02:05:44 PM
5878,PD202000174954,,,96,,,,12,,,,215C,E,215K,1301.0,,,,03/03/2020,12:30:24 AM
5879,PD202000359327,,,96,,,,15,,200.0,N 1ST ST,411C,,433W,0.0,36.175,-86.774,POINT (-86.774 36.175),05/04/2020,05:56:33 AM
5880,PD202000361190,,,44,,P,PROGRESS,6,,300.0,FOREST PARK RD,710B,713,713,1627.0,,,,05/04/2020,05:34:54 PM
5881,PD202000177796,,,96,,,,12,,200.0,WHITE BRIDGE PKE,114B,,132Y,0.0,36.138000000000005,-86.85799999999999,POINT (-86.858 36.138),03/03/2020,10:43:37 PM
5882,PD202000359425,,,87,,P,PROGRESS,11,,,,415A,C,413K,1904.0,,,,05/04/2020,06:44:44 AM
5883,PD202000177224,,,75,,PJ,,6,,,,210B,E,211K,1109.0,,,,03/03/2020,07:38:07 PM
5884,PD202000360227,,,71,,A,ALARM,12,,,,535A,H,535K,8935.0,,,,05/04/2020,11:55:06 AM
5885,PD202000357416,,,43,,P,PROGRESS,4,,,,222B,E,221K,1859.0,,,,05/03/2020,03:45:55 PM
5886,PD202000361210,,,96,,,,12,,100.0,2ND AV N,421B,,,,,,,05/04/2020,05:41:39 PM
5887,PD202000360355,,,43,,P,PROGRESS,4,,,,,MT,811,6617.0,,,,05/04/2020,12:39:39 PM
5888,PD202000356925,,,50,,P,PROGRESS,1,,,,313A,S,317N,,,,,05/03/2020,10:56:48 AM
5889,PD202000356518,,,96,,,,12,,,,323C,S,323K,8851.0,,,,05/03/2020,05:09:57 AM
5890,PD202000360927,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,311B,S,313,8351.0,,,,05/04/2020,04:06:17 PM
5891,PD202000361918,,,45,,P,PROGRESS,1,,,,117C,W,117K,6115.0,,,,05/04/2020,10:43:21 PM
5892,PD202000356273,,,15,,P,PROGRESS,15,,,,517A9,N,613,4451.0,,,,05/03/2020,02:21:16 AM
5893,PD202000358133,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,E,221,1911.0,,,,05/03/2020,06:51:31 PM
5894,PD202000357618,,,71,,A,ALARM,12,,,,531B,H,531,,,,,05/03/2020,04:50:21 PM
5895,PD202000175569,,,87,,B,BANK/SECURITY ESCORT,6,,1100.0,TULIP GROVE RD,331A,523,523,9539.0,,,,03/03/2020,06:34:49 AM
5896,PD202000175657,,,45,,P,PROGRESS,11,,,,55S75,H,515,9311.0,,,,03/03/2020,07:09:46 AM
5897,PD202000359572,,,70,,A,ALARM,12,,,,616A,N,615,5417.0,,,,05/04/2020,07:52:26 AM
5898,PD202000177328,,,92,,P,PROGRESS,4,,,,,N,617,4303.0,,,,03/03/2020,08:13:19 PM
5899,PD202000176558,,,93,,,,3,,,,GVPD,M,727,1723.0,,,,03/03/2020,02:31:42 PM
5900,PD202000357922,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,1400.0,STEWARTS FERRY PKE,831B,533,523,9547.0,,,,05/03/2020,05:54:49 PM
5901,PD202000356684,,,45,,P,PROGRESS,1T,,,,117A,W,117,6205.0,,,,05/03/2020,07:44:38 AM
5902,PD202000361443,,,43,,P,PROGRESS,15,,,,411B,C,421,4093.0,,,,05/04/2020,07:12:35 PM
5903,PD202000358938,,,43,,P,PROGRESS,4,,,,113C,W,115,5025.0,,,,05/04/2020,01:22:37 AM
5904,PD202000177734,,,43,,P,PROGRESS,4,,4000.0,DODSON CHAPEL RD,5F71,521,521,9561.0,36.176,-86.61399999999999,POINT (-86.614 36.176),03/03/2020,10:25:40 PM
5905,PD202000359029,,,43,,P,PROGRESS,6,,,,415C,C,415K,4211.0,,,,05/04/2020,02:38:43 AM
5906,PD202000361540,,,43,,P,PROGRESS,15,,,,411B,C,411,4119.0,,,,05/04/2020,07:57:31 PM
5907,PD202000358680,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,CLOVERLAND DR,,,833,8623.0,36.031,-86.75299999999999,POINT (-86.753 36.031),05/03/2020,10:14:34 PM
5908,PD202000361821,,,71,,A,ALARM,12,,,,8F75,MT,825N,8525.0,,,,05/04/2020,09:56:35 PM
5909,PD202000361895,,,87,,T,TRAFFIC/DIRECTED TRAFFIC,4,,,CINDER RD,523C,,525,9705.0,36.283,-86.675,POINT (-86.675 36.283),05/04/2020,10:27:30 PM
5910,PD202000175006,,,87,,T,TRAFFIC/DIRECTED TRAFFIC,4,,,,413A,C,413,4213.0,,,,03/03/2020,12:47:11 AM
5911,PD202000358033,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,5571,S,335,8979.0,,,,05/03/2020,06:25:24 PM
5912,PD202000177608,,,40,,P,PROGRESS,4,,,,616B,N,613,4471.0,,,,03/03/2020,09:38:14 PM
5913,PD202000357599,,,71,,A,ALARM,11,,,,,M,713,,,,,05/03/2020,04:47:16 PM
5914,PD202000177371,,,43,,P,PROGRESS,11,,,,213B,E,213K,1131.0,,,,03/03/2020,08:28:07 PM
5915,PD202000176971,,,50,,R,REPORT,5,,200.0,STEWARTS FERRY PKE,5F72,,333V,0.0,36.164,-86.649,POINT (-86.649 36.164),03/03/2020,06:03:18 PM
5916,PD202000177219,,,43,,P,PROGRESS,4,,,,217B,E,213,1225.0,,,,03/03/2020,07:36:59 PM
5917,PD202000356048,,,43,,P,PROGRESS,11,,,,313C,MT,835,8651.0,,,,05/03/2020,12:21:01 AM
5918,PD202000176787,,,87,,P,PROGRESS,11,,,,831A,H,511K,8008.0,,,,03/03/2020,04:32:23 PM
5919,PD202000359861,,,71,,A,ALARM,11,,4500.0,RACHELS LN,523A,,525,9717.0,36.213,-86.61399999999999,POINT (-86.614 36.213),05/04/2020,09:44:21 AM
5920,PD202000177691,,,44,,P,PROGRESS,4,,,,125B,W,125,4819.0,,,,03/03/2020,10:06:46 PM
5921,PD202000175343,,,87,,B,BANK/SECURITY ESCORT,4,,300.0,E MARTHONA RD,715C,M,723,1749.0,36.260999999999996,-86.728,POINT (-86.728 36.261),03/03/2020,03:22:45 AM
5922,PD202000356306,,,96,,,,12,,,,831C,MT,835N,8651.0,,,,05/03/2020,02:43:05 AM
5923,PD202000358685,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,E,217,1449.0,,,,05/03/2020,10:17:02 PM
5924,PD202000361969,,,96,,,,12,,,,831C,MT,831K,8521.0,,,,05/04/2020,11:08:09 PM
5925,PD202000357269,,,43,,P,PROGRESS,6,,,,5560,C,423,,,,,05/03/2020,02:29:46 PM
5926,PD202000176703,,,43,,P,PROGRESS,4,,100.0,N 1ST ST,413A,,433W,0.0,36.171,-86.773,POINT (-86.773 36.171),03/03/2020,03:45:38 PM
5927,PD202000356023,,,44,,P,PROGRESS,5,,,,625C,N,625,3145.0,,,,05/03/2020,12:06:19 AM
5928,PD202000356950,,,96,,,,4,,,,123A,W,123K,4701.0,,,,05/03/2020,11:13:46 AM
5929,PD202000360086,,,87,,P,PROGRESS,4,,,,615A,N,621,3003.0,,,,05/04/2020,11:05:47 AM
5930,PD202000361213,,,43,,P,PROGRESS,5W,,,,6F86,N,617K,4243.0,,,,05/04/2020,05:43:23 PM
5931,PD202000358225,,,71,,A,ALARM,12,,,,821C,MT,831K,8509.0,,,,05/03/2020,07:15:24 PM
5932,PD202000357183,,,96,,,,12,,,,821A,MT,821N,8025.0,,,,05/03/2020,01:31:43 PM
5933,PD202000176885,,,73,,P,PROGRESS,11,,6100.0,ALLEN CT,,H,523,9539.0,36.179,-86.585,POINT (-86.585 36.179),03/03/2020,05:17:47 PM
5934,PD202000176722,,,44,,P,PROGRESS,11,,,,,N,613,4523.0,,,,03/03/2020,03:53:32 PM
5935,PD202000356850,,,43,,P,PROGRESS,4,,,,311A,S,311K,8147.0,,,,05/03/2020,09:43:24 AM
5936,PD202000176476,,,45,,P,PROGRESS,1T,,,,3T73,H,533,8955.0,,,,03/03/2020,01:56:56 PM
5937,PD202000177933,,,96,,,,12,,3000.0,LEBANON PKE,511C,,333X,0.0,36.173,-86.649,POINT (-86.649 36.173),03/03/2020,11:36:39 PM
5938,PD202000356653,,,43,,P,PROGRESS,5,,,,413A,C,413,4213.0,,,,05/03/2020,07:17:40 AM
5939,PD202000356665,,,15,,P,PROGRESS,15,,,,2912,PCW,,,,,,05/03/2020,07:29:01 AM
5940,PD202000359390,,,71,,A,ALARM,11,,,,,MT,813N,5507.0,,,,05/04/2020,06:30:56 AM
5941,PD202000177133,,,92,,P,PROGRESS,4,,,,5826,E,227,1939.0,,,,03/03/2020,07:02:14 PM
5942,PD202000176998,,,44,,P,PROGRESS,6,,,,217B,E,215K,1301.0,,,,03/03/2020,06:13:20 PM
5943,PD202000176391,,,43,,P,PROGRESS,11,,,,,MT,815V,5809.0,,,,03/03/2020,01:15:56 PM
5944,PD202000177699,,,49,,P,PROGRESS,6,,1100.0,GALLATIN PKE S,716B,M,711,1785.0,,,,03/03/2020,10:09:51 PM
5945,PD202000359693,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,400.0,STONER CREEK CT,5F64,,,,,,,05/04/2020,08:33:20 AM
5946,PD202000356058,,,96,,,,12,,,,811C,MT,811,5525.0,,,,05/03/2020,12:24:35 AM
5947,PD202000176715,,,43,,A,ALARM,11,,,,225A,H,515,,,,,03/03/2020,03:51:09 PM
5948,PD202000175487,,,43,,P,PROGRESS,11,,2000.0,HICKORY HILL LN,,H,521,9601.0,,,,03/03/2020,05:42:46 AM
5949,PD202000358134,,,87,,T,TRAFFIC/DIRECTED TRAFFIC,4,,,,820B,MT,825,8305.0,,,,05/03/2020,06:51:36 PM
5950,PD202000358157,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,55S64,W,117,6203.0,,,,05/03/2020,06:57:43 PM
5951,PD202000357992,,,87,,W,WARRANT ASSISTANCE ESCORT,6,,,,531B,H,535,8939.0,,,,05/03/2020,06:15:13 PM
5952,PD202000175868,,,96,,,,15,,,,5532,N,611,4429.0,,,,03/03/2020,08:50:30 AM
5953,PD202000361304,,,15,,P,PROGRESS,15,,,,5531,N,615K,5419.0,,,,05/04/2020,06:15:57 PM
5954,PD202000176178,,,43,,PJ,,4,,,,822A,ECC,623K,3107.0,,,,03/03/2020,11:19:07 AM
5955,PD202000177923,,,96,,,,15,,,,4F83,C,421N,4093.0,,,,03/03/2020,11:32:35 PM
5956,PD202000175389,,,43,,PM,,4,,,,515C,ECC,,9317.0,,,,03/03/2020,04:05:50 AM
5957,PD202000176128,,,43,,P,PROGRESS,4,,300.0,BURNING TREE DR,531A,523,523,9557.0,36.173,-86.601,POINT (-86.601 36.173),03/03/2020,10:55:40 AM
5958,PD202000361927,,,43,,P,PROGRESS,5S,,,,223C,E,223K,1863.0,,,,05/04/2020,10:47:21 PM
5959,PD202000360645,,,50,,P,PROGRESS,11,,,,614B,N,611,4411.0,,,,05/04/2020,02:37:04 PM
5960,PD202000177241,,,45,,P,PROGRESS,6,,,,423B,C,425,,,,,03/03/2020,07:43:06 PM
5961,PD202000356878,,,43,,P,PROGRESS,4,,,,117A,W,121,,,,,05/03/2020,10:09:32 AM
5962,PD202000359940,,,43,,P,PROGRESS,5W,,600.0,MYATT DR,7F64,715,727,1721.0,36.293,-86.695,POINT (-86.695 36.293),05/04/2020,10:11:57 AM
5963,PD202000361537,20200317306.0,,54,,R,REPORT,6,,,,210B,,,,,,,05/04/2020,07:55:17 PM
5964,PD202000358223,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,200.0,BONNARIDGE DR,525B,H,521,9613.0,36.199,-86.62899999999999,POINT (-86.629 36.199),05/03/2020,07:14:45 PM
5965,PD202000177109,,,92,,P,PROGRESS,4,,,OLD HICKORY BLVD,523B,,521,9531.0,36.191,-86.615,POINT (-86.615 36.191),03/03/2020,06:54:08 PM
5966,PD202000361360,,,44,,P,PROGRESS,5S,,600.0,BELL RD,325B,,327W,0.0,36.061,-86.64,POINT (-86.64 36.061),05/04/2020,06:36:02 PM
5967,PD202000360862,,,44,,R,REPORT,5,,3700.0,JAMES KAY LN,525B,,,,,,,05/04/2020,03:43:56 PM
5968,PD202000359448,,,35,,P,PROGRESS,10,,,,710A,M,713N,1617.0,,,,05/04/2020,06:52:45 AM
5969,PD202000359536,,,96,,,,4,,,,7F65,M,727,,,,,05/04/2020,07:35:19 AM
5970,PD202000177423,,,43,,P,PROGRESS,4,,,,617B,N,617K,4325.0,,,,03/03/2020,08:44:32 PM
5971,PD202000176813,,,16,,P,PROGRESS,5,,5600.0,FRIST BLVD,525B,521,521,9561.0,,,,03/03/2020,04:42:08 PM
5972,PD202000357786,,,15,,P,PROGRESS,15,,2400.0,MAPLECREST DR,2933,,332T,0.0,36.177,-86.681,POINT (-86.681 36.177),05/03/2020,05:17:35 PM
5973,PD202000176108,,,43,,P,PROGRESS,4,,,,212A,E,215,1373.0,,,,03/03/2020,10:44:21 AM
5974,PD202000358695,,,43,,P,PROGRESS,10,,,LEBANON PKE,525C,,525,9715.0,36.215,-86.59200000000001,POINT (-86.592 36.215),05/03/2020,10:21:43 PM
5975,PD202000358719,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,4200.0,ANDREW JACKSON PKWY,523C,521,523,9533.0,36.198,-86.609,POINT (-86.609 36.198),05/03/2020,10:38:46 PM
5976,PD202000177993,,,43,,P,PROGRESS,12,,600.0,BELL RD,3F72,,327W,0.0,36.061,-86.64,POINT (-86.64 36.061),03/03/2020,11:59:20 PM
5977,PD202000356783,,,16,,P,PROGRESS,16,,,,813A,MT,813N,5509.0,,,,05/03/2020,08:54:03 AM
5978,PD202000357100,,,43,,P,PROGRESS,15,,4600.0,CHARLOTTE AV,2913,,,,,,,05/03/2020,12:42:00 PM
5979,PD202000360282,,,96,,,,4,,,,7F65,M,725,2111.0,,,,05/04/2020,12:13:35 PM
5980,PD202000356913,,,43,,P,PROGRESS,4,,,,513A,H,513N,9107.0,,,,05/03/2020,10:46:18 AM
5981,PD202000176061,,,87,,T,TRAFFIC/DIRECTED TRAFFIC,4,,,,615A,N,617K,4229.0,,,,03/03/2020,10:25:12 AM
5982,PD202000358755,,,96,,,,15,,1100.0,BROADWAY,423C,,,,,,,05/03/2020,11:05:49 PM
5983,PD202000359637,,,44,,P,PROGRESS,6,,2800.0,GALLATIN PKE,225A,,,,,,,05/04/2020,08:15:40 AM
5984,PD202000175893,,,43,,P,PROGRESS,4,,,,823C,MT,823,6921.0,,,,03/03/2020,09:00:54 AM
5985,PD202000175704,,,43,,P,PROGRESS,4,,,,386A,E,227N,1929.0,,,,03/03/2020,07:28:21 AM
5986,PD202000360537,,,93,,,,3,,,,5191,E,217,1503.0,,,,05/04/2020,01:53:25 PM
5987,PD202000177035,,,87,,P,PROGRESS,4,,3800.0,HAMILTON CHURCH RD,336B,,,,,,,03/03/2020,06:28:13 PM
5988,PD202000176203,20200151877.0,,57,,P,PROGRESS,6,,,,121A,,,,,,,03/03/2020,11:34:00 AM
5989,PD202000175315,,,87,,P,PROGRESS,11,,,,315C,E,213,1225.0,,,,03/03/2020,03:02:17 AM
5990,PD202000177602,,,93,,,,11,,,,834B,MT,825,8303.0,,,,03/03/2020,09:35:10 PM
5991,PD202000176584,,,43,,P,PROGRESS,4,,,,810A,MT,815V,5805.0,,,,03/03/2020,02:47:33 PM
5992,PD202000357107,,,43,,P,PROGRESS,4,,1900.0,DICKERSON PKE,,,218U,0.0,36.203,-86.76899999999999,POINT (-86.769 36.203),05/03/2020,12:46:02 PM
5993,PD202000358054,,,87,,B,BANK/SECURITY ESCORT,4,,,,813B,MT,833,8601.0,,,,05/03/2020,06:32:08 PM
5994,PD202000175582,,,71,,A,ALARM,11,,,,,MT,811K,5707.0,,,,03/03/2020,06:39:39 AM
5995,PD202000359348,,,96,,,,12,,4800.0,FRANKLIN PKE,833C,,118S,0.0,36.080999999999996,-86.773,POINT (-86.773 36.081),05/04/2020,06:05:18 AM
5996,PD202000361578,,,43,,P,PROGRESS,4,,,,8F77,MT,815,5825.0,,,,05/04/2020,08:15:16 PM
5997,PD202000360136,,,43,,PM,,6,,2900.0,DICKERSON PKE,223A,,217W,0.0,36.221,-86.762,POINT (-86.762 36.221),05/04/2020,11:22:32 AM
5998,PD202000358378,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,3M81,S,321,8711.0,,,,05/03/2020,07:56:04 PM
5999,PD202000360794,,,87,,B,BANK/SECURITY ESCORT,4,,,,622B,N,611N,4489.0,,,,05/04/2020,03:19:43 PM
6000,PD202000357428,,,45,,P,PROGRESS,6T,,,,627B,N,625,,,,,05/03/2020,03:53:38 PM
6001,PD202000360587,,,15,,P,PROGRESS,15,,,,2933,MT,813P,5623.0,,,,05/04/2020,02:10:33 PM
6002,PD202000359865,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,4D50,MT,831,8501.0,,,,05/04/2020,09:45:22 AM
6003,PD202000360383,20200316401.0,,71,,R,REPORT,1C,,,,515A,,,,,,,05/04/2020,12:48:50 PM
6004,PD202000177299,,,43,,PV,,4,,,,2F77,E,213,1221.0,,,,03/03/2020,08:05:21 PM
6005,PD202000175719,,,96,,,,12,,3700.0,FRANKLIN PKE,823C,,116Z,0.0,36.107,-86.773,POINT (-86.773 36.107),03/03/2020,07:34:09 AM
6006,PD202000175109,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,532C,H,515K,9217.0,,,,03/03/2020,01:16:52 AM
6007,PD202000175809,,,43,,PM,,11,,,,,W,125,4815.0,,,,03/03/2020,08:20:21 AM
6008,PD202000361182,,,15,,P,PROGRESS,15,,,,5D56A,H,511,8201.0,,,,05/04/2020,05:33:23 PM
6009,PD202000175499,,,50,,TV,,11,,,,,E,215K,1329.0,,,,03/03/2020,05:49:53 AM
6010,PD202000358142,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,6000.0,CLOVERLAND DR,3270,325,833,8623.0,,,,05/03/2020,06:52:55 PM
6011,PD202000175968,,,87,,W,WARRANT ASSISTANCE ESCORT,4C,,,,611A,N,613,4463.0,,,,03/03/2020,09:38:46 AM
6012,PD202000359804,,,43,,P,PROGRESS,4,,,,616A,N,615,5313.0,,,,05/04/2020,09:21:16 AM
6013,PD202000176371,,,96,,,,12,,,,5253,N,625N,3161.0,,,,03/03/2020,01:09:00 PM
6014,PD202000175412,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,615C,N,613N,4463.0,,,,03/03/2020,04:40:30 AM
6015,PD202000357469,,,93,,,,9T,,,,5911,C,423,4081.0,,,,05/03/2020,04:14:28 PM
6016,PD202000359149,,,96,,,,15,,,,423C,C,423N,4009.0,,,,05/04/2020,03:56:58 AM
6017,PD202000360752,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,MT,833,6309.0,,,,05/04/2020,03:09:15 PM
6018,PD202000361196,,,93,,,,6,,,,616B,N,625,,,,,05/04/2020,05:37:25 PM
6019,PD202000358775,,,43,,P,PROGRESS,4,,,,217C,E,211,,,,,05/03/2020,11:18:30 PM
6020,PD202000359329,,,45,,P,PROGRESS,6,,,,210C,E,217,1449.0,,,,05/04/2020,05:56:56 AM
6021,PD202000358020,,,45,,P,PROGRESS,11,,600.0,DUTCHMANS DR,515C,Hermit,523,9509.0,36.205999999999996,-86.6,POINT (-86.6 36.206),05/03/2020,06:23:06 PM
6022,PD202000174999,,,73,,P,PROGRESS,10,,,,110C,TE,115K,4653.0,,,,03/03/2020,12:45:43 AM
6023,PD202000177198,,,92,,P,PROGRESS,4,,,,821B,MT,823N,7014.0,,,,03/03/2020,07:29:34 PM
6024,PD202000357691,,,87,,T,TRAFFIC/DIRECTED TRAFFIC,4,,,,113B,W,113,5119.0,,,,05/03/2020,05:00:12 PM
6025,PD202000358374,20200314464.0,,50,,P,PROGRESS,6,,,,812B,S,317N,,,,,05/03/2020,07:55:38 PM
6026,PD202000357068,,,43,,PV,,4,,,,331B,S,333,8867.0,,,,05/03/2020,12:25:02 PM
6027,PD202000361024,,,87,,P,PROGRESS,11,,,,336B,S,331,8759.0,,,,05/04/2020,04:37:28 PM
6028,PD202000358907,,,43,,PM,,11,,,,332C,S,311,8133.0,,,,05/04/2020,12:54:04 AM
6029,PD202000175764,,,96,,,,12,,,,5532,E,221,,,,,03/03/2020,07:53:46 AM
6030,PD202000177783,,,96,,,,4,,,,5272,N,611,4403.0,,,,03/03/2020,10:40:54 PM
6031,PD202000175144,,,43,,P,PROGRESS,6,,,,610C,N,617K,4325.0,,,,03/03/2020,01:37:07 AM
6032,PD202000176195,,,70,,A,ALARM,10,,,,5F65,H,515N,9223.0,,,,03/03/2020,11:32:09 AM
6033,PD202000359758,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,121A,W,121,4915.0,,,,05/04/2020,09:00:13 AM
6034,PD202000175367,,,43,,P,PROGRESS,11,,100.0,MARGARET ST,721C,713,713,1627.0,,,,03/03/2020,03:45:47 AM
6035,PD202000175923,,,43,,P,PROGRESS,11,,,,222A,E,227,1997.0,,,,03/03/2020,09:15:31 AM
6036,PD202000358203,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,6000.0,LOPEZ LN,511B,,,,,,,05/03/2020,07:11:11 PM
6037,PD202000175317,,,70,,A,ALARM,11,,,,,S,335K,8977.0,,,,03/03/2020,03:03:45 AM
6038,PD202000357686,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,326B,S,315N,8833.0,,,,05/03/2020,04:59:52 PM
6039,PD202000360750,,,93,,,,3R,,,,5122,H,513,9101.0,,,,05/04/2020,03:07:09 PM
6040,PD202000359576,,,96,,,,4,,,,7F65,M,725,2137.0,,,,05/04/2020,07:52:46 AM
6041,PD202000175890,,,3,,,,4,,3700.0,JAMES KAY LN,522A,,,,,,,03/03/2020,08:59:26 AM
6042,PD202000176682,,,43,,P,PROGRESS,11,,,,117A,W,125,4713.0,,,,03/03/2020,03:35:10 PM
6043,PD202000361140,,,92,,P,PROGRESS,15,,,,836A9,H,513,9009.0,,,,05/04/2020,05:20:11 PM
6044,PD202000356831,20200313448.0,,50,,TV,,1,,,,513A,,,,,,,05/03/2020,09:32:48 AM
6045,PD202000359353,,,96,,,,12,,3600.0,BELL RD,532C,,324Y,0.0,36.149,-86.626,POINT (-86.626 36.149),05/04/2020,06:09:33 AM
6046,PD202000360141,,,43,,PM,,11,,,,,ECC,113,5247.0,,,,05/04/2020,11:24:04 AM
6047,PD202000361750,,,43,,P,PROGRESS,4,,,,121B,W,125,4819.0,,,,05/04/2020,09:36:44 PM
6048,PD202000358200,,,70,,A,ALARM,6,,900.0,SMILEY ST,223B,E,227,1941.0,36.041,-86.663,POINT (-86.663 36.041),05/03/2020,07:10:20 PM
6049,PD202000356501,,,3,,,,4,,,,55S35,C,411K,4221.0,,,,05/03/2020,04:57:19 AM
6050,PD202000175488,,,43,,P,PROGRESS,11,,4200.0,VALLEY GROVE DR,,523,523,9539.0,36.172,-86.59100000000001,POINT (-86.591 36.172),03/03/2020,05:44:11 AM
6051,PD202000357359,,,87,,P,PROGRESS,11,,,I65 N,821B,,833,8623.0,,,,05/03/2020,03:18:05 PM
6052,PD202000175753,,,45,,P,PROGRESS,1T,,,,713A,M,713,1607.0,,,,03/03/2020,07:50:12 AM
6053,PD202000174937,,,96,,,,12,,,,833C,MT,835N,8651.0,,,,03/03/2020,12:21:43 AM
6054,PD202000358007,,,43,,P,PROGRESS,4,,,,711B,M,713,1633.0,,,,05/03/2020,06:19:46 PM
6055,PD202000177754,,,96,,,,4,,,,5272,E,213,1031.0,,,,03/03/2020,10:33:14 PM
6056,PD202000175528,,,43,,P,PROGRESS,4,,,,332A,S,323K,8849.0,,,,03/03/2020,06:08:09 AM
6057,PD202000361321,,,87,,P,PROGRESS,11,,,MM 220 0 I40 W,,,521,94021.0,,,,05/04/2020,06:22:54 PM
6058,PD202000358879,,,43,,P,PROGRESS,4,,,,227C,E,225,,,,,05/04/2020,12:27:28 AM
6059,PD202000360153,,,43,,P,PROGRESS,4,,,,1E16,H,511N,8201.0,,,,05/04/2020,11:29:52 AM
6060,PD202000356830,,,88,,PW,,5,,,,325A,S,335,8927.0,,,,05/03/2020,09:32:31 AM
6061,PD202000177271,,,71,,A,ALARM,12,,,,213B,E,211,1019.0,,,,03/03/2020,07:57:41 PM
6062,PD202000359190,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,835C,MT,835,8651.0,,,,05/04/2020,04:26:36 AM
6063,PD202000357928,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,5911,MT,815,5911.0,,,,05/03/2020,05:56:22 PM
6064,PD202000360362,,,43,,P,PROGRESS,9,,5100.0,OLD HICKORY BLVD,55S19,521,521,9507.0,36.192,-86.616,POINT (-86.616 36.192),05/04/2020,12:41:55 PM
6065,PD202000359377,,,93,,,,3R,,,,3F63,H,517N,9404.0,,,,05/04/2020,06:23:08 AM
6066,PD202000361907,,,87,,T,TRAFFIC/DIRECTED TRAFFIC,4,,,,511C,H,513,9107.0,,,,05/04/2020,10:37:10 PM
6067,PD202000357863,,,46,,P,PROGRESS,11,,,,332B,S,335,8919.0,,,,05/03/2020,05:40:24 PM
6068,PD202000174910,,,96,,,,12,,,,722C,M,725K,2137.0,,,,03/03/2020,12:09:08 AM
6069,PD202000176821,,,43,,P,PROGRESS,4,,,,615B,N,615,5345.0,,,,03/03/2020,04:47:55 PM
